competitor,comp_path,context_path,is_leaf,source,candidates,staples_carries,gold_staples_path,note
Wayfair,Facilities & Maintenance > Maintenance Storage > Workbenches,Facilities & Maintenance > Maintenance Storage > Workbenches,True,gap-enriched sample,"Furniture > Storage Furniture > Shelving || Furniture > Storage Furniture > Lockers || Safety Supplies > Safety Storage > Flammables Storage Cabinets || Furniture > Storage Furniture > Storage Cabinets || Tools, Parts & Supplies > Tool & Garage Organization > Garage Storage Equipment || Safety Supplies > Safety Storage > Safety Cabinets & Shelves || Office Supplies > Storage & Organization > Storage Drawers || Laboratory & Scientific Supplies > Lab Furniture & Fixtures > Lab Benches || Furniture > Storage Furniture > Electronics & Computer Storage Units || Furniture > Desks > Desk Components & Hutches || Furniture > Chairs & Seating > Sofas & Benches || Healthcare Supplies > Durable Medical Equipment > Shower & Bath Aids > Shower Chairs / Benches",,,
Wayfair,Outdoor > Fitness > Weight Benches,Outdoor > Fitness > Weight Benches,True,gap-enriched sample,Fitness > Fitness Equipment || Fitness > Fitness Equipment > Fitness Machines || Fitness > Fitness Equipment > Fitness Machines > Fitness Machines || Fitness || Expanded Assortment > Fitness || Healthcare Supplies > Durable Medical Equipment > Shower & Bath Aids > Shower Chairs / Benches || Furniture > Chairs & Seating > Sofas & Benches > Benches & Beam Seating || Furniture > Home & Office Tables > Training Room Tables || Facilities > Grounds Maintenance > Outdoor Tools || Facilities > Ladders & Step Stools || Laboratory & Scientific Supplies > Lab Furniture & Fixtures > Lab Benches || Furniture > Chairs & Seating > Sofas & Benches,,,
Wayfair,Shop Office Spaces > Reception Area > Reception Sets,Office Spaces > Reception Area > Reception Sets,True,gap-enriched sample,"Furniture > Home & Office Tables > Conference Room Tables || Furniture > Home & Office Tables > Training Room Tables || Furniture > Chairs & Seating > Accent & Waiting Room Chairs || Furniture > Decor > Home & Office Decor > Home & Office Bars || Gift Shop > Game Room & Toys > Game Room > Pool Tables & Accessories || Facilities > Work Lights || Facilities > Bathroom Fixtures > Changing Stations and Accessories || Furniture > Home & Office Tables > Breakroom & Dining Tables || Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Kitchen Work & Prep Tables || Furniture > Decor > Home & Office Decor > Living Room Accents || Gift Shop > Gift Sets, Photo & Custom Gifts > Gift Sets || Facilities > Electrical and Wiring > Electrical > Receptacles",,,
Wayfair,Outdoor > Umbrellas > Beach Umbrellas,Outdoor > Umbrellas > Beach Umbrellas,True,gap-enriched sample,"Gift Shop > Professional Gifts > Compasses > Patio Furniture || Gift Shop > Professional Gifts > Compasses > Outdoor Furniture Covers || Gift Shop > Professional Gifts > Compasses > Outdoor Decor || Healthcare Supplies > Durable Medical Equipment > Shower & Bath Aids > Shower Chairs / Benches || Gift Shop > Game Room & Toys > Game Room > Pool Tables & Accessories || Gift Shop > Professional Gifts > Compasses > Outdoor Heaters || Furniture > Decor > Bath Mats & Towels || Facilities > Flashlights & Lanterns || Furniture > Chairs & Seating > Big and Tall Chairs || Gift Shop > Table Tents || Cleaning Supplies > Laundry Care > Laundry Sanitizers & Bleach || Facilities > Commercial Lighting, Ballasts & Bulbs > Ballasts",,,
Wayfair,"Smallwares > Pots, Pans & Skillets > Egg Poachers","Smallwares > Pots, Pans & Skillets > Egg Poachers",True,gap-enriched sample,"Appliances & Kitchenware > Kitchenware > Kitchen Tools > Pots & Pans || Appliances & Kitchenware > Kitchenware > Kitchen Tools > Skillets & Braising Pans || Coffee, Water & Snacks > Plates, Cups & Cutlery || Appliances & Kitchenware > Kitchenware > Dining & Tableware > Salt and Pepper Shakers & Mills || Appliances & Kitchenware > Small Appliances > Egg Cookers & Servers || Coffee, Water & Snacks > Snacks & Food > Jerky & Meat Sticks || Appliances & Kitchenware > Small Appliances > Rice Cookers & Steamers || Appliances & Kitchenware > Kitchenware > Kitchen Tools > Cake, Cookie & Pastry Decorations || Appliances & Kitchenware > Kitchenware > Kitchen Tools > Salad Spinners || Appliances & Kitchenware > Kitchenware > Kitchen Accessories > Oven Mitts & Potholders || School Supplies > Teacher Supplies || Appliances & Kitchenware > Kitchenware > Dining & Tableware > Carafes, Pitchers & Tumblers",,,
Wayfair,Shop Office Spaces > Reception Area,Office Spaces > Reception Area,False,gap-enriched sample,"Furniture > Home & Office Tables > Conference Room Tables || Furniture > Decor > Home & Office Decor > Home & Office Bars || Furniture > Home & Office Tables > Training Room Tables || Facilities > Work Lights || Facilities > Floor Mats & Flooring || Furniture > Chairs & Seating > Office Chairs || Furniture > Home & Office Tables || Furniture > Chairs & Seating > Accent & Waiting Room Chairs || Furniture > Cubicle & Panel Systems > Privacy Booths || Furniture > Decor > Home & Office Decor > Living Room Accents || Facilities > Electrical and Wiring > Electrical > Receptacles || Tools, Parts & Supplies > Automotive > Plugs & Receptacles",,,
Wayfair,Organization > Garage & Outdoor Storage & Organization > Shed Accessories,Organization > Garage & Outdoor Storage & Organization > Shed Accessories,True,gap-enriched sample,"Tools, Parts & Supplies > Tool & Garage Organization > Garage Storage Equipment || Furniture > Storage Furniture > Clothing Racks & Closet Organization || Furniture > Storage Furniture > Storage Organization || Furniture > Storage Furniture > Clothing Racks & Closet Organization > Closet Storage & Organizers || Office Supplies > Storage & Organization > Storage Furniture || Furniture > Storage Furniture > Clothing Racks & Closet Organization > Closet Systems || Furniture > Storage Furniture > Clothing Racks & Closet Organization > Clothes Racks & Portable Closets || Tools, Parts & Supplies > Tool & Garage Organization || Appliances & Kitchenware > Kitchenware > Kitchen Accessories > Kitchen Storage & Organization || Furniture > Storage Furniture > Coat Trees, Stands & Hooks || TV & Streaming Media > TV & Video > TV Accessories || Gift Shop > Professional Gifts > Bar Accessories",,,
Wayfair,Shop Restaurant Spaces > Banquet > Banquet Furniture,Restaurant Spaces > Banquet > Banquet Furniture,True,gap-enriched sample,Furniture > Home & Office Tables > Breakroom & Dining Tables || Furniture > Chairs & Seating > Breakroom & Dining Chairs || Furniture > Home & Office Tables > Conference Room Tables || Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Catering & Buffet Supplies || Furniture > Chairs & Seating || Furniture > Chairs & Seating > Office Chairs || Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Chafing Dishes & Buffet Accessories || Furniture > Chairs & Seating > Accent & Waiting Room Chairs || Furniture > Home & Office Tables > Training Room Tables || Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Kitchen Work & Prep Tables || Furniture || Furniture > Storage Furniture,,,
Wayfair,Shop Office Spaces > Breakrooms & Employee Spaces,Office Spaces > Breakrooms & Employee Spaces,False,gap-enriched sample,"Furniture > Home & Office Tables > Breakroom & Dining Tables || Furniture > Desks > Office Desks || Furniture > Cubicle & Panel Systems > Privacy Booths || Furniture > Home & Office Tables > Conference Room Tables || Furniture > Decor > Home & Office Decor > Home & Office Bars || Furniture > Cubicle & Panel Systems > Office Partitions & Dividers || Furniture > Chairs & Seating > Office Chairs || Furniture > Home & Office Tables > Classroom & Kids' Tables || Office Supplies > Desk Organizers & Accessories || Furniture > Home & Office Tables > Training Room Tables || Coffee, Water & Snacks > Breakroom Appliances || Furniture > Chairs & Seating > Breakroom & Dining Chairs",,,
Wayfair,Furniture > Bedroom Furniture > Nightstands,Furniture > Bedroom Furniture > Nightstands,True,gap-enriched sample,Furniture > Bookcases & Bookshelves || Furniture > Decor > Beds & Bedding > Headboards || Furniture > Desks || Furniture || Furniture > Storage Furniture || Furniture > Decor || Furniture > Chairs & Seating > Stools & Ottomans || Furniture > Desks > Desk Components & Hutches || Furniture > Decor > Beds & Bedding || Furniture > Storage Furniture > Shelving || Furniture > Carts & Stands > TV Stands || Furniture > Carts & Stands,,,
Wayfair,Outdoor > Umbrellas > Cantilever Umbrellas,Outdoor > Umbrellas > Cantilever Umbrellas,True,gap-enriched sample,"Furniture > Chairs & Seating > Sofas & Benches > Benches & Beam Seating || Furniture > Chairs & Seating > Stacking & Folding Chairs || Gift Shop > Professional Gifts > Compasses > Patio Furniture || Furniture > Chairs & Seating > Sofas & Benches || Healthcare Supplies > Durable Medical Equipment > Shower & Bath Aids > Shower Chairs / Benches || Gift Shop > Professional Gifts > Compasses > Outdoor Furniture Covers || Gift Shop > Professional Gifts > Compasses > Outdoor Heaters || Furniture > Chairs & Seating > Big and Tall Chairs || Furniture > Chairs & Seating || Furniture > Chairs & Seating > Stools & Ottomans || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Pain Relievers || Facilities > Commercial Lighting, Ballasts & Bulbs > Ballasts",,,
Wayfair,Shop Contractor Spaces > Kitchen Renovation,Contractor Spaces > Kitchen Renovation,False,gap-enriched sample,Facilities > Plumbing > Bathroom Hardware || Facilities > Plumbing || Facilities > Bathroom Fixtures || Restaurant & Foodservice Supplies > Smallwares > Commercial Kitchen Tools || Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Kitchen Work & Prep Tables || Facilities > Plumbing > Bathroom Hardware > Bathroom Safety Hardware || Facilities > Plumbing > Sink Repair Parts || Appliances & Kitchenware > Kitchenware > Kitchen Accessories > Kitchen Storage & Organization || Facilities > Paint Supplies > Wood Care & Maintenance || Facilities > Plumbing > Drinking Fountain Repair & Accessories || Appliances & Kitchenware > Kitchenware > Kitchen Tools || Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Kitchen Racks,,,
Wayfair,Holiday > Hanukkah > Hanukkah Menorahs,Holiday > Hanukkah > Hanukkah Menorahs,True,gap-enriched sample,"Furniture > Decor > Candles || Furniture > Decor > Seasonal Decor > Holiday Lighting || Gift Shop > Professional Gifts > Compasses || Gift Shop > Holiday Cards || Gift Shop > Professional Gifts > Compasses > Outdoor Decor || Furniture > Decor > Seasonal Decor > Ornaments & Tree Decor || Gift Shop > Professional Gifts > Paperweights || Gift Shop > Professional Gifts || Furniture > Decor > Seasonal Decor > Inflatables || Furniture > Decor > Seasonal Decor > Figurines & Tabletop Decor || Tools, Parts & Supplies > Hand Tools || Facilities > Hand & Power Tools > Hand Tools",,,
