competitor,comp_path,context_path,is_leaf,source,candidates,staples_carries,gold_staples_path,note
Walmart,Home Improvement > Building Materials > Insulation > Attic Insulation,Home Improvement > Building Materials > Insulation > Attic Insulation,True,gap-enriched sample,"Facilities > Hardware > Ceiling > Ceiling Tiles || Facilities > Heating & Cooling > Ceiling Fans || Facilities > Heating & Cooling > Heaters || Facilities > Adhesives, Sealants and Patching > Concrete & Asphalt Maintenance || Cleaning Supplies > Floor & Carpet Cleaning Equipment > Floor Pads || Facilities > Electrical and Wiring > Electrical > Wall Plates || Facilities > Hardware > Ceiling || Facilities > Heating & Cooling > Air Conditioners || Facilities > Paint Supplies > Surface Protection || Cleaning Supplies > Floor & Carpet Cleaning Equipment || Laboratory & Scientific Supplies > Labware & Consumables > Inoculating Loops & Needles || Education",,,
Walmart,Sports & Outdoors > Bikes > Kids Bikes > Boys Bikes,Sports & Outdoors > Bikes > Kids Bikes > Boys Bikes,True,gap-enriched sample,"School Supplies > Teacher Supplies > Physical Education & Recreation > Bicycles, Tricycles & Accessories || School Supplies > Teacher Supplies > Physical Education & Recreation > Riding Toys & Wagons || School Supplies > Learning at Home > Pretend Play > Toy Vehicles || School Supplies > School Bags & Lunch Boxes || School Supplies > School Tech > Computers & Accessories for School || School Supplies > Preschool Supplies > Pretend Play & Dress Up || School Supplies > School Tech > Computers & Accessories for School > School Laptops || Safety Supplies > Personal Protective Equipment (PPE) > Head & Face Protection > Hard Hats & Safety Helmets || School Supplies > Teacher Supplies > Physical Education & Recreation > Playground Equipment || Furniture > Daycare & Nursery > Play & Rest Mats || Gift Shop > Game Room & Toys || School Supplies > Learning at Home > Educational & STEM Toys",,,
Walmart,Party & Occasions > Pirate Party Supplies > Pirate Cards,Party & Occasions > Pirate Party Supplies > Pirate Cards,True,gap-enriched sample,Party Supplies > Party Favors & Costumes || Party Supplies > Party Favors & Costumes > Party Hats || Party Supplies > Party Favors & Costumes > Costumes & Accessories || Party Supplies > Party Favors & Costumes > Party Favors || Party Supplies || Party Supplies > Wedding Supplies || Party Supplies > Balloons & Accessories || Party Supplies > Party Favors & Costumes > Favor Bags & Boxes || Party Supplies > Party Supply Kits || Party Supplies > Wedding Supplies > Wedding Decorations & Supplies || Gift Shop > Greeting Cards || School Supplies > Teacher Supplies > Teacher Resources > Flash Cards,,,
Walmart,Sports & Outdoors > Exercise & Fitness > Pilates > Yoga Pilates Bands,Sports & Outdoors > Exercise & Fitness > Pilates > Yoga Pilates Bands,True,gap-enriched sample,"Fitness || Fitness > Fitness Equipment || Fitness > Fitness Equipment > Fitness Machines || Fitness > Fitness Equipment > Fitness Machines > Fitness Machines || Expanded Assortment > Fitness || Retail Store Supplies > Spa & Salon > Spa & Massage > Massage & Recovery Tools || Retail Store Supplies > Spa & Salon > Spa & Massage > Massage Stools || Retail Store Supplies > Spa & Salon > Spa & Massage > Massage Tables || Retail Store Supplies > Spa & Salon > Spa & Massage || Healthcare Supplies > Durable Medical Equipment > Orthopedics > Leg Walkers & Boots || Office Supplies > Clips, Fasteners & Rubber Bands > Rubber Bands || Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Patient ID Bands",,,
Walmart,Health and Medicine > Protein > Scivation > Xtend Bcaa Bcaas Hydration,Health and Medicine > Protein > Scivation > Xtend Bcaa Bcaas Hydration,True,gap-enriched sample,"Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Probiotics || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Vitamins & Supplements || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Antacids || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Laxatives || Healthcare Supplies > Personal Care > Skin Care > Supplements || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Anti-Nausea & Digestive Aids || Healthcare Supplies > Patient Care > Feeding Tubes & Nutrients > Food & Beverage Thickeners || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Clinical Nutrition || Laboratory & Scientific Supplies > Labware & Consumables > Pipet Tips || Appliances & Kitchenware > Small Appliances > Food Dehydrators || Tools, Parts & Supplies > Power Tools > Hydraulic Drivers & Punch Kits",,,
Walmart,Electronics > Smart Home > Shop by Compatibility > Ifttt Compatible,Electronics > Smart Home > Compatibility > Ifttt Compatible,True,gap-enriched sample,Computers & Accessories > Computer Accessories & Peripherals > Laptop Accessories > Laptop Docking Stations || Networking & WiFi > Network Adapters || Networking & WiFi > Network Testing Tools || Networking & WiFi > Firewall Devices || Computers & Accessories > Computer Accessories & Peripherals > Laptop Accessories > Laptop Chargers & Adapters || Computers & Accessories > Computer Accessories & Peripherals > Multi-Factor Authentication || Networking & WiFi > Mesh WiFi Systems || Computers & Accessories > Computer Accessories & Peripherals > Cables & Cable Accessories > USB Hubs || Computers & Accessories > Computer Accessories & Peripherals > Keyboard & Mouse Combos || Computers & Accessories > Desktop Computers || Gift Shop > Professional Gifts > Compasses || Furniture > Home & Office Tables > Table Components,,,
Walmart,Arts Crafts & Sewing > Elmer's > Elmer's Glitter Glues,Arts Crafts & Sewing > Elmer's > Elmer's Glitter Glues,True,gap-enriched sample,"Office Supplies > Tape, Fasteners & Adhesives > Glue & Glue Sticks || Arts & Crafts > Crayons || Facilities > Adhesives, Sealants and Patching > Adhesives || Arts & Crafts > Scrapbooking > Stickers & Embellishments || Office Supplies > Tape, Fasteners & Adhesives > Hot Glue Sticks & Guns || Facilities > Adhesives, Sealants and Patching > Adhesives > Sealants & Caulking || Facilities > Adhesives, Sealants and Patching > Adhesives > Commercial Adhesives || Expanded Assortment > Paint & Paint Supplies > Paints || Arts & Crafts > Scrapbooking > Stamps & Stencils || Retail Store Supplies > Spa & Salon > Nails > Nail Stickers & Appliques || Expanded Assortment > Pet Supplies & Accessories > Dog & Cat Supplies > Cat Litter || Computers & Accessories > Computer Accessories & Peripherals > Cables & Cable Accessories > Adapters & Splitters",,,
Walmart,Party & Occasions > Emoji Party Supplies > Emoji Tableware,Party & Occasions > Emoji Party Supplies > Emoji Tableware,True,gap-enriched sample,Appliances & Kitchenware > Kitchenware > Dining & Tableware > Tableware || Appliances & Kitchenware > Kitchenware > Dining & Tableware > Drinkware & Glassware || Party Supplies > Napkins || Party Supplies > Disposable Cutlery & Dispensers || Party Supplies > Balloons & Accessories || Party Supplies > Stirrers & Straws || Restaurant & Foodservice Supplies > Tabletop > Drinkware || Appliances & Kitchenware > Kitchenware > Dining & Tableware || Party Supplies > Balloons & Accessories > Balloons || Appliances & Kitchenware > Kitchenware > Dining & Tableware > Flatware & Cutlery || Furniture > Home & Office Tables > Table Components > Table Tops || Furniture > Home & Office Tables > Table Components > Table Bases,,,
Walmart,Sports & Outdoors > Outdoor Sports > The Eddie Bauer Shop,Sports & Outdoors > Outdoor Sports > The Eddie Bauer,False,gap-enriched sample,"Furniture > Decor > Wall Art > Sports Art || Gift Shop > Professional Gifts > Compasses > Outdoor Furniture Covers || School Supplies > Teacher Supplies > Physical Education & Recreation > Outdoor Games || Gift Shop > Game Room & Toys > Game Room > Sports Memorabilia & Collectibles || Bags, Backpacks & Luggage > Luggage & Travel Accessories > Luggage & Duffel Bags > Sport & Duffel Bags || Gift Shop > Game Room & Toys > Game Room > Sports Displays & Collectibles || Gift Shop > Professional Gifts > Compasses > Outdoor Decor || Expanded Assortment > Outdoors & Recreation || TV & Streaming Media > TV & Video > TV Accessories || Gift Shop > Professional Gifts > Compasses > Water Recreation || Arts & Crafts > Scrapbooking > Die Cutting || Furniture > Decor > Beds & Bedding > Bedding",,,
Walmart,Cell Phones > Phone & Data Plans > Family Plans,Cell Phones > Phone & Data Plans > Family Plans,True,gap-enriched sample,"Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Personal Care Kits || School Supplies > Learning at Home > Building Sets || Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Medical Take Home Bags || Phones, Cameras & Electronics > Cell Phone Cases || Smart Home & Security || Healthcare Supplies > Personal Care || School Supplies > Learning at Home > Home School Supplies || Office Supplies > Storage & Organization || School Supplies > Learning at Home > Board & Card Games || Phones, Cameras & Electronics > Cell Phone Accessories || School Supplies > Teacher Supplies > Teacher Resources > Lesson Plans & Grade Books || Furniture > Decor > Artificial Plants & Flowers > Artificial Plants",,,
Walmart,Health and Medicine > Protein > Fairlife Protein Shakes,Health and Medicine > Protein > Fairlife Protein Shakes,True,gap-enriched sample,"Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Vitamins & Supplements || Coffee, Water & Snacks > Snacks & Food > Fresh, Frozen & Dry Groceries > Sugar & Sweeteners || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Clinical Nutrition || Coffee, Water & Snacks > Snacks & Food > Fresh, Frozen & Dry Groceries > Frozen Foods || Healthcare Supplies > Personal Care > Skin Care > Supplements || Healthcare Supplies > Patient Care > Feeding Tubes & Nutrients > Food & Beverage Thickeners || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Anti-Nausea & Digestive Aids || Healthcare Supplies > Patient Care > Feeding Tubes & Nutrients > Eating & Drinking Aids || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Probiotics || Healthcare Supplies > Personal Care > Skin Care > Body Powder || Safety Supplies > Personal Protective Equipment (PPE) > Life Vests || Furniture > Decor > Wall Art > Still Life",,,
Walmart,Health and Medicine > Keto Diet > Keto Friendly Proteins,Health and Medicine > Keto Diet > Keto Friendly Proteins,True,gap-enriched sample,"Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Vitamins & Supplements || Healthcare Supplies > Personal Care > Skin Care > Supplements || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Probiotics || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Anti-Nausea & Digestive Aids || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Clinical Nutrition || Healthcare Supplies > Patient Care > Feeding Tubes & Nutrients > Food & Beverage Thickeners || Healthcare Supplies > Patient Care > Feeding Tubes & Nutrients > Eating & Drinking Aids || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins || Coffee, Water & Snacks > Snacks & Food > Fresh, Frozen & Dry Groceries > Sugar & Sweeteners || Healthcare Supplies > Patient Care > Feeding Tubes & Nutrients || Safety Supplies > Personal Protective Equipment (PPE) > Ear Protection || Safety Supplies > Personal Protective Equipment (PPE) > Eye Protection",,,
Walmart,Health and Medicine > Sports Medicine & Injury Recovery Solution > Return to Function After Injury > Feel Supported and Avoid Re-Injury,Health and Medicine > Sports Medicine & Injury Recovery Solution > Return to Function After Injury > Feel Supported and Avoid Re-Injury,True,gap-enriched sample,Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Medical Take Home Bags || Healthcare Supplies > Patient Care > Practice Front Desk Supplies || Healthcare Supplies > Patient Care > Medical Practice Furniture || Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Patient ID Bands || Healthcare Supplies > Personal Care > Period Care || Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Personal Care Kits || Healthcare Supplies > Durable Medical Equipment > Patient Lift & Transfer || Healthcare Supplies > Wound Care > Advanced Wound Care || Healthcare Supplies > Personal Care > Skin Care || Healthcare Supplies > Patient Care > Exam Room Supplies & Equipment > Minor Procedure Trays || Healthcare Supplies > Durable Medical Equipment > Orthopedics > Wrist & Hand Supports || Healthcare Supplies > Durable Medical Equipment > Orthopedics > Neck Supports,,,
Walmart,Home > Featured Shops > Drew Barrymore Flower Home > Drew Barrymore Flower Home Bed Bath,Home > Featured Shops > Drew Barrymore Flower Home > Drew Barrymore Flower Home Bed Bath,True,gap-enriched sample,"Furniture > Decor > Bath & Shower Accessories || Furniture > Decor > Home & Office Decor > Home & Office Bars || Furniture > Decor > Home & Office Decor > Living Room Accents || Furniture > Decor > Home & Office Decor > Home Accents || Furniture > Decor > Artificial Plants & Flowers || Furniture > Decor > Home & Office Decor || Retail Store Supplies > Spa & Salon > Bath & Body || Furniture > Decor > Wall Art > Floral Art || Furniture > Decor > Wall Art > Food & Kitchen Art || Furniture > Decor > Home & Office Decor > Decorative Baskets, Bowls and Boxes || Furniture > Decor > Artificial Plants & Flowers > Artificial Flowers || Healthcare Supplies > Durable Medical Equipment > Shower & Bath Aids",,,
Walmart,Industrial & Scientific > Farm & Ranch,Industrial & Scientific > Farm & Ranch,False,gap-enriched sample,"Laboratory & Scientific Supplies > Controlled Environment Supplies || Laboratory & Scientific Supplies || Laboratory & Scientific Supplies > Lab Furniture & Fixtures || Laboratory & Scientific Supplies > Educational Materials & Accessories || Laboratory & Scientific Supplies > Lab Safety || Laboratory & Scientific Supplies > Lab Instruments & Equipment || Laboratory & Scientific Supplies > Lab Instruments & Equipment > Water & Wastewater Testing || Laboratory & Scientific Supplies > Lab Instruments & Equipment > Water Purification Lab Equipment || Restaurant & Foodservice Supplies > Smallwares > Commercial Kitchen Tools || Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Equipment Parts & Accessories || Bags, Backpacks & Luggage > Totes & Handbags > Lunch Bags & Boxes || Appliances & Kitchenware > Major Appliances > Range Hoods",,,
Walmart,Patio & Garden > Patio & Outdoor Decor > Weathervanes,Patio & Garden > Patio & Outdoor Decor > Weathervanes,True,gap-enriched sample,Gift Shop > Professional Gifts > Compasses > Patio Furniture || Gift Shop > Professional Gifts > Compasses > Outdoor Decor || Furniture > Decor > Home & Office Decor > Indoor Fireplaces || Furniture > Decor > Seasonal Decor > Figurines & Tabletop Decor || Furniture > Decor > Decorative Accents || Furniture > Decor > Seasonal Decor > Ornaments & Tree Decor || Furniture > Decor > Seasonal Decor || Gift Shop > Professional Gifts > Compasses > Outdoor Furniture Covers || Gift Shop > Professional Gifts > Compasses > Outdoor Heaters || Furniture > Decor > Seasonal Decor > Window & Wall Decor & Signs || Furniture > Decor > Weather Instruments || Healthcare Supplies > Durable Medical Equipment > Mobility Aids > Canes,,,
Walmart,Health and Medicine > Vision Centers > Prescription Glasses > Men's Eyeglasses,Health and Medicine > Vision Centers > Prescription Glasses > Men's Eyeglasses,True,gap-enriched sample,"Safety Supplies > Personal Protective Equipment (PPE) > Eye Protection > Safety Glasses, Goggles & Accessories || Expanded Assortment > Personal Care & Eyewear || Expanded Assortment > Personal Care & Eyewear > Perfumes & Cologne || Expanded Assortment > Personal Care & Eyewear > Hair Styling Products || Healthcare Supplies > Personal Care > Skin Care > Eye Cream || Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Medical Take Home Bags || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Ear Drops & Eye Drops || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Stop Smoking Aids || Healthcare Supplies > Patient Care > Beds & Bedside Care > Disposable Medical & Dental Cups || Wearable Technology > Camera Glasses || Gift Shop > Professional Gifts > Compasses || Restaurant & Foodservice Supplies > Tabletop > Glassware",,,
Walmart,Patio & Garden > Patio & Outdoor Decor > Garden Statues > Buddha Statues,Patio & Garden > Patio & Outdoor Decor > Garden Statues > Buddha Statues,True,gap-enriched sample,"Gift Shop > Home, Personal & Travel > Sculptures & Figurines || Furniture > Decor > Wall Art > Garden Landscape || Furniture > Decor > Seasonal Decor > Standing Decor || Furniture > Decor > Wall Art || Furniture > Decor > Seasonal Decor > Figurines & Tabletop Decor || Furniture > Decor > Wall Art > Wall Art/Decor || Furniture > Decor > Seasonal Decor > Ornaments & Tree Decor || Furniture > Decor > Wall Art > Framed Posters || Gift Shop > Professional Gifts > Compasses > Patio Furniture || Furniture > Decor > Wall Art > Nature Landscape Art || Healthcare Supplies > Patient Care > Exam Room Supplies & Equipment > Exam Room Status Flags || Gift Shop > Stationery",,,
Walmart,Sports & Outdoors > Sports > Tennis & Racquets > Tennis Racquets,Sports & Outdoors > Sports > Tennis & Racquets > Tennis Racquets,True,gap-enriched sample,"Fitness > Fitness Equipment || Bags, Backpacks & Luggage > Luggage & Travel Accessories > Luggage & Duffel Bags > Sport & Duffel Bags || Gift Shop > Game Room & Toys > Game Room > Darts & Dart Boards || Fitness > Fitness Equipment > Fitness Machines > Fitness Machines || Fitness > Fitness Equipment > Fitness Machines || School Supplies > Teacher Supplies > Physical Education & Recreation > Outdoor Games || Gift Shop > Game Room & Toys > Game Room > Sports Memorabilia & Collectibles || Gift Shop > Game Room & Toys > Game Room > Pool Tables & Accessories || Fitness || School Supplies > Teacher Supplies > Physical Education & Recreation > Playground Equipment || Healthcare Supplies > Wound Care > Advanced Wound Care > Tourniquets || Gift Shop > Table Tents",,,
