unit_id,gap_type,name,example_paths,home_L1,home_path,nearest_staples_shelf,nearest_staples_score,k,carriers,members_n,member_competitors,contradicting_peers,soft_gap_share,PC,GS,AAS,CRS,AAS_V,AAS_G,CRS_V,CRS_G,competitor_shelves,competitor_items_counted,staples_shelves,crs_driver,centroid_uid,labelled_members,competitor_view,staples_items,median_depth_gap,staples_depth,label,label_V,label_G,zone_before_verify,O,evidence,action,theme,p_approved,p_top_n,verify_outcome,rank_in_zone,aisle,competitor_dept,family,display
E0065,ENTER,Slipcovers,Amazon: Home & Kitchen > Home Décor > Slipcovers | Wayfair: Furniture > Living Room Furniture > Slipcovers | WestElm: Furniture > Featured > Furniture Cushions & Slipcovers,Furniture,Furniture > Decor,Furniture > Decor,0.874867942988691,4,"Amazon, Walmart, Wayfair, WestElm",3,3,0,0.0,0.8,0.8086601193431036,56.628027865824585,18.286259985378987,63.757354432947864,49.4987012987013,21.3453034885955,15.227216482162476,3.0,24.0,0,Furniture > Storage Furniture,Wayfair::Furniture > Living Room Furniture > Slipcovers,3,,,,,VERTICAL EXTENSION,CURATE,VERTICAL EXTENSION,VERTICAL EXTENSION,0.5988923600706816,B,Phase 2 - enter through a vertical Staples already serves,"Celebrations, gifting & creativity",0.23,0.05,,24,Party Supplies > Party Décor,Furniture,Party Supplies > Party Décor,Slipcovers
E0259,ENTER,Calibration,"Amazon: Industrial & Scientific > Test, Measure & Inspect > Calibration",Facilities,Facilities > Hand & Power Tools,"Safety Supplies > Test Instruments, Meters & Precision Tools",0.785826954207489,2,"Amazon, Walmart",1,1,0,0.0,0.4,0.8635197074360017,51.2727265952029,0.0,37.492391965916006,65.0530612244898,0.0,0.0,1.0,0.0,0,"Safety Supplies > Test Instruments, Meters & Precision Tools","Amazon::Industrial & Scientific > Test, Measure & Inspect > Calibration",1,,,,,VERTICAL EXTENSION,OFF-BRAND,CURATE,VERTICAL EXTENSION,0.5960500773882091,B,Phase 2 - enter through a vertical Staples already serves,"Health, safety & facilities",0.038,0.004,,25,Facilities > Hand & Power Tools,Industrial & Scientific,Facilities > Hand & Power Tools,Calibration
E0314,ENTER,Australian Rules Football,Amazon: Sports & Outdoors > Sports & Fitness > Australian Rules Football,Fitness,Fitness > Fitness Equipment,Fitness > Fitness Equipment,0.7461971356413827,2,"Amazon, Walmart",1,1,0,0.0,0.4,0.9334099959366111,42.39731451923436,0.0,34.01095556908096,50.78367346938775,0.0,0.0,1.0,0.0,0,Fitness > Fitness Equipment,Amazon::Sports & Outdoors > Sports & Fitness > Australian Rules Football,1,,,,,VERTICAL EXTENSION,OFF-BRAND,VERTICAL EXTENSION,VERTICAL EXTENSION,0.5938854421355169,B,Phase 2 - enter through a vertical Staples already serves,Wellness & ergonomics,0.0,0.0,,26,Fitness > Fitness Equipment,Sports & Outdoors,Fitness > Fitness Equipment,Australian Rules Football
E0132,ENTER,Forklift Booms,Amazon: Industrial & Scientific > Material Handling Products > Forklift Booms | Amazon: Industrial & Scientific > Material Handling Products > Forklifts,Laboratory & Scientific Supplies,Laboratory & Scientific Supplies > Lab Safety,Laboratory & Scientific Supplies > Lab Safety > Material Handling & Storage,0.8068013436007891,2,"Amazon, Walmart",2,1,0,0.0,0.4,0.8441170255993499,52.686458659156685,0.0,31.692026780279974,73.6808905380334,0.0,0.0,2.0,0.0,0,Laboratory & Scientific Supplies > Lab Safety > Material Handling & Storage,Amazon::Industrial & Scientific > Material Handling Products > Forklift Booms,2,,,,,VERTICAL EXTENSION,OFF-BRAND,CURATE,VERTICAL EXTENSION,0.5935003349372425,B,Phase 2 - enter through a vertical Staples already serves,"Health, safety & facilities",0.062,0.0,,27,Facilities > Material Handling,Industrial & Scientific,Facilities > Material Handling,Forklift Booms
E0265,ENTER,Lock Bolts,Amazon: Industrial & Scientific > Industrial Hardware > Lock Bolts,"Tools, Parts & Supplies","Tools, Parts & Supplies > Measuring & Leveling Tools",Facilities > Hardware > Door Hardware,0.7835179683966615,2,"Amazon, Walmart",1,1,0,0.0,0.4,0.8441170255993499,52.1486278437674,0.0,51.4668289713938,52.830426716141005,0.0,0.0,1.0,0.0,0,Facilities > Locks & Key Control > Locking Systems,Amazon::Industrial & Scientific > Industrial Hardware > Lock Bolts,1,,,,,VERTICAL EXTENSION,VERTICAL EXTENSION,VERTICAL EXTENSION,VERTICAL EXTENSION,0.5918868424910746,B,Phase 2 - enter through a vertical Staples already serves,"Health, safety & facilities",0.06,0.0,,28,"Tools, Parts & Supplies > Measuring & Leveling Tools",Industrial & Scientific,"Tools, Parts & Supplies > Measuring & Leveling Tools",Lock Bolts
E0330,ENTER,Golf,Amazon: Sports & Outdoors > Sports & Fitness > Golf,Fitness,Fitness > Fitness Equipment,Fitness > Fitness Equipment,0.7688400285321788,2,"Amazon, Walmart",1,1,0,0.0,0.4,0.9201023973994311,42.25124026482169,0.0,33.71880706025563,50.78367346938775,0.0,0.0,1.0,0.0,0,Fitness > Fitness Equipment,Amazon::Sports & Outdoors > Sports & Fitness > Golf,1,,,,,VERTICAL EXTENSION,OFF-BRAND,VERTICAL EXTENSION,VERTICAL EXTENSION,0.5887895598842658,B,Phase 2 - enter through a vertical Staples already serves,Wellness & ergonomics,0.0,0.0,,29,Fitness > Fitness Equipment,Sports & Outdoors,Fitness > Fitness Equipment,Golf
E0060,ENTER,Bird Houses,Wayfair: Outdoor > Outdoor Décor > Bird Houses,Furniture,Furniture > Decor,Gift Shop > Professional Gifts > Compasses > Outdoor Decor,0.7438221004234696,2,"Walmart, Wayfair",1,1,1,0.0,0.4,0.8254716174360845,54.73305178431689,1.4898259572263033,35.727328058429705,73.73877551020408,0.0,2.9796519144526066,1.0,0.0,0,Expanded Assortment > Pet Supplies & Accessories > Bird Supplies,Wayfair::Outdoor > Outdoor Décor > Bird Houses,1,,,,,VERTICAL EXTENSION,OFF-BRAND,CURATE,VERTICAL EXTENSION,0.5842778518283344,B,Phase 2 - enter through a vertical Staples already serves,Outdoor living & grounds,0.144,0.0,,30,Gift Shop > Professional Gifts,Outdoor,Gift Shop > Professional Gifts,Bird Houses
E0334,ENTER,Home Gyms,Wayfair: Outdoor > Fitness > Home Gyms,Fitness,Fitness,Fitness,0.9053415558199509,2,"Walmart, Wayfair",1,1,0,0.0,0.4,0.8254716174360845,54.08031102885464,1.1946085569186087,61.82592818015825,46.33469387755102,2.3892171138372174,0.0,1.0,0.0,0,Fitness,Wayfair::Outdoor > Fitness > Home Gyms,1,,,,,VERTICAL EXTENSION,CURATE,VERTICAL EXTENSION,VERTICAL EXTENSION,0.5840939990381416,B,Phase 2 - enter through a vertical Staples already serves,Wellness & ergonomics,0.11,0.0,,31,Fitness,Outdoor,Fitness,Home Gyms
E0281,ENTER,Weaving & Spinning,"Amazon: Arts, Crafts & Sewing > Crafting > Weaving & Spinning",Arts & Crafts,Arts & Crafts > Crafting,Arts & Crafts > Crafting,0.9024760117004399,2,"Amazon, Walmart",1,1,0,0.0,0.4,0.8441170255993499,54.568233818177305,2.9850363471498587,42.45891661594644,66.67755102040816,5.970072694299717,0.0,1.0,0.0,0,Arts & Crafts > Crafting,"Amazon::Arts, Crafts & Sewing > Crafting > Weaving & Spinning",1,,,,,VERTICAL EXTENSION,VERTICAL EXTENSION,CURATE,VERTICAL EXTENSION,0.5812609446785663,B,Phase 2 - enter through a vertical Staples already serves,"Celebrations, gifting & creativity",0.134,0.0,,32,Arts & Crafts > Crafting,Arts Crafts & Sewing,Arts & Crafts > Crafting,Weaving & Spinning
E0351,ENTER,Mechanical Pulleys,Amazon: Industrial & Scientific > Power Transmission Products > Mechanical Pulleys,"Tools, Parts & Supplies","Tools, Parts & Supplies > Power Tools",Computers & Accessories > Computer Parts & Components > Power Supplies,0.743435818509897,2,"Amazon, Walmart",1,1,1,0.0,0.4,0.8441170255993499,48.559029649595686,0.0,36.60377358490566,60.51428571428571,0.0,0.0,1.0,0.0,0,"Tools, Parts & Supplies > Hand Tools > Electrical Tools: Wire Pulling Grips",Amazon::Industrial & Scientific > Power Transmission Products > Mechanical Pulleys,1,,,,,VERTICAL EXTENSION,OFF-BRAND,CURATE,VERTICAL EXTENSION,0.5811180479085595,B,Phase 2 - enter through a vertical Staples already serves,"Health, safety & facilities",0.014,0.0,,33,"Tools, Parts & Supplies > Power Tools",Industrial & Scientific,"Tools, Parts & Supplies > Power Tools",Mechanical Pulleys
E0296,ENTER,Springs,Amazon: Industrial & Scientific > Power Transmission Products > Springs,"Tools, Parts & Supplies","Tools, Parts & Supplies > Power Tools",Computers & Accessories > Computer Parts & Components > Power Supplies,0.725676398294195,2,"Amazon, Wayfair",1,1,0,0.0,0.4,0.8853545918367347,41.97351534649161,0.0,23.432744978697507,60.51428571428571,0.0,0.0,1.0,0.0,0,Computers & Accessories > Computer Parts & Components > Power Supplies,Amazon::Industrial & Scientific > Power Transmission Products > Springs,1,,,,,VERTICAL EXTENSION,OFF-BRAND,CURATE,VERTICAL EXTENSION,0.5757946531823319,B,Phase 2 - enter through a vertical Staples already serves,"Health, safety & facilities",0.0,0.0,,34,"Tools, Parts & Supplies > Power Tools",Industrial & Scientific,"Tools, Parts & Supplies > Power Tools",Springs
D0021,DEEPEN,Fitness Equipment,Fitness > Fitness Equipment,Fitness,Fitness > Fitness Equipment,Fitness > Fitness Equipment,1.0,2,"Amazon, Walmart",3,2,0,0.0,0.4,0.9525716375457132,45.25916792302379,5.612227397592517,,,,,,,1,Fitness > Fitness Equipment,Staples::Fitness > Fitness Equipment,0,"Airsoft Equipment, Running Equipment, Team Handball Equipment",43.0,1.300934512168734,2.0,VERTICAL EXTENSION,,,VERTICAL EXTENSION,0.5749891460387336,B,Phase 2 - enter through a vertical Staples already serves,Wellness & ergonomics,0.004,0.0,,35,Fitness > Fitness Equipment,,Fitness > Fitness Equipment,Fitness Equipment
E0378,ENTER,Boating & Sailing,Amazon: Sports & Outdoors > Sports & Fitness > Boating & Sailing,Fitness,Fitness > Fitness Equipment,Fitness > Fitness Equipment,0.7433676972220042,2,"Amazon, Walmart",1,1,0,0.0,0.4,0.8933856156034132,40.33401567565553,0.0,29.88435788192331,50.78367346938775,0.0,0.0,1.0,0.0,0,Fitness > Fitness Equipment,Amazon::Sports & Outdoors > Sports & Fitness > Boating & Sailing,1,,,,,VERTICAL EXTENSION,OFF-BRAND,VERTICAL EXTENSION,VERTICAL EXTENSION,0.5736870124881612,B,Phase 2 - enter through a vertical Staples already serves,Wellness & ergonomics,0.0,0.0,,36,Fitness > Fitness Equipment,Sports & Outdoors,Fitness > Fitness Equipment,Boating & Sailing
E0310,ENTER,Fuel & Firestarters,"Amazon: Patio, Lawn & Garden > Grills & Outdoor Cooking > Fuel & Firestarters",Appliances & Kitchenware,Appliances & Kitchenware > Kitchenware,Gift Shop > Professional Gifts > Compasses > Outdoor Heaters,0.7571136837745818,2,"Amazon, Walmart",1,1,0,0.0,0.4,0.8441170255993499,45.09588234563454,0.0,20.012172854534388,70.1795918367347,0.0,0.0,1.0,0.0,0,Gift Shop > Professional Gifts > Compasses > Outdoor Heaters,"Amazon::Patio, Lawn & Garden > Grills & Outdoor Cooking > Fuel & Firestarters",1,,,,,VERTICAL EXTENSION,OFF-BRAND,CURATE,VERTICAL EXTENSION,0.5707286059966761,B,Phase 2 - enter through a vertical Staples already serves,"Breakroom, kitchen & hospitality",0.002,0.0,,37,Appliances & Kitchenware > Kitchenware,"Patio, Lawn & Garden",Appliances & Kitchenware > Kitchenware,Fuel & Firestarters
E0145,ENTER,Porch & Stair Railings,Wayfair: Outdoor > Outdoor Fencing & Flooring > Porch & Stair Railings | Wayfair: Home Improvement > Outdoor Remodel > Porch & Stair Railings,Furniture,Furniture > Decor,Furniture > Decor > Home & Office Decor > Indoor Fireplaces,0.7906603913165704,2,"Walmart, Wayfair",2,1,1,0.0,0.4,0.8254716174360845,46.350800890267024,0.0,37.53499695678636,55.16660482374768,0.0,0.0,2.0,0.0,0,Furniture > Decor > Home & Office Decor > Indoor Fireplaces,Wayfair::Outdoor > Outdoor Fencing & Flooring > Porch & Stair Railings,2,,,,,VERTICAL EXTENSION,OFF-BRAND,VERTICAL EXTENSION,VERTICAL EXTENSION,0.5679674687734306,B,Phase 2 - enter through a vertical Staples already serves,Outdoor living & grounds,0.006,0.0,,38,Gift Shop > Professional Gifts,Outdoor,Gift Shop > Professional Gifts,Porch & Stair Railings
E0222,ENTER,Contact Lenses,Amazon: Health & Personal Care > Vision Care > Contact Lenses,Healthcare Supplies,Healthcare Supplies > Personal Care,Expanded Assortment > Personal Care & Eyewear,0.7640146803890315,2,"Amazon, Walmart",1,1,0,0.0,0.4,0.8441170255993499,43.27669892059076,0.0,39.59829580036519,46.95510204081633,0.0,0.0,1.0,0.0,0,Expanded Assortment > Personal Care & Eyewear,Amazon::Health & Personal Care > Vision Care > Contact Lenses,1,,,,,VERTICAL EXTENSION,OFF-BRAND,VERTICAL EXTENSION,VERTICAL EXTENSION,0.5652710557215447,B,Phase 2 - enter through a vertical Staples already serves,"Health, safety & facilities",0.0,0.0,,39,Healthcare Supplies > Personal Care,Health & Personal Care,Healthcare Supplies > Personal Care,Contact Lenses
E0246,ENTER,Semiconductor Products,Amazon: Industrial & Scientific > Industrial Electrical > Semiconductor Products,"Tools, Parts & Supplies","Tools, Parts & Supplies > Measuring & Leveling Tools",Facilities > Electrical and Wiring > Electrical,0.7851734058034526,1,Amazon,1,1,0,0.0,0.2,0.904,58.851169802287096,0.0,52.9275715155204,64.7747680890538,0.0,0.0,1.0,0.0,0,Healthcare Supplies > Professional Dental Supplies > Lab Products,Amazon::Industrial & Scientific > Industrial Electrical > Semiconductor Products,1,,,,,VERTICAL EXTENSION,VERTICAL EXTENSION,CURATE,VERTICAL EXTENSION,0.5629535094068613,C,Phase 2 - enter through a vertical Staples already serves,"Health, safety & facilities",0.382,0.006,,40,"Tools, Parts & Supplies > Measuring & Leveling Tools",Industrial & Scientific,"Tools, Parts & Supplies > Measuring & Leveling Tools",Semiconductor Products
E0232,ENTER,Sawmills,"Amazon: Patio, Lawn & Garden > Outdoor Power Tools > Sawmills",Facilities,Facilities > Hand & Power Tools,Facilities > Hand & Power Tools > Power Tools > Power Saws & Accessories,0.7669795901487861,1,Amazon,1,1,0,0.0,0.2,0.904,57.80357857080752,0.0,38.10103469263542,77.50612244897961,0.0,0.0,1.0,0.0,0,Facilities > Hand & Power Tools > Power Tools > Power Saws & Accessories,"Amazon::Patio, Lawn & Garden > Outdoor Power Tools > Sawmills",1,,,,,VERTICAL EXTENSION,OFF-BRAND,CURATE,VERTICAL EXTENSION,0.5598107357124226,C,Phase 2 - enter through a vertical Staples already serves,"Health, safety & facilities",0.3,0.0,,41,Facilities > Hand & Power Tools,"Patio, Lawn & Garden",Facilities > Hand & Power Tools,Sawmills
E0230,ENTER,Boring Bars,Amazon: Industrial & Scientific > Cutting Tools > Boring Bars,"Tools, Parts & Supplies","Tools, Parts & Supplies > Power Tools",Appliances & Kitchenware > Kitchenware > Kitchen Tools > Cutting Boards,0.7831796982965076,1,Amazon,1,1,0,0.0,0.2,0.904,57.64104258492573,0.0,47.66889835666464,67.61318681318681,0.0,0.0,1.0,0.0,0,Appliances & Kitchenware > Kitchenware > Kitchen Tools > Cutting Boards,Amazon::Industrial & Scientific > Cutting Tools > Boring Bars,1,,,,,VERTICAL EXTENSION,VERTICAL EXTENSION,CURATE,VERTICAL EXTENSION,0.5593231277547772,C,Phase 2 - enter through a vertical Staples already serves,"Health, safety & facilities",0.292,0.0,,42,"Tools, Parts & Supplies > Power Tools",Industrial & Scientific,"Tools, Parts & Supplies > Power Tools",Boring Bars
E0329,ENTER,Dyes,"Amazon: Arts, Crafts & Sewing > Fabric Decorating > Dyes",Retail Store Supplies,Retail Store Supplies > Sewing & Tailoring,Retail Store Supplies > Sewing & Tailoring > Fabric,0.7994266230855848,2,"Amazon, Walmart",1,1,1,0.0,0.4,0.8441170255993499,41.12437862546115,0.0,25.2099817407182,57.03877551020409,0.0,0.0,1.0,0.0,0,Retail Store Supplies > Sewing & Tailoring > Fabric,"Amazon::Arts, Crafts & Sewing > Fabric Decorating > Dyes",1,,,,,VERTICAL EXTENSION,OFF-BRAND,VERTICAL EXTENSION,VERTICAL EXTENSION,0.5588140948361559,B,Phase 2 - enter through a vertical Staples already serves,"Celebrations, gifting & creativity",0.0,0.0,,43,Retail Store Supplies > Sewing & Tailoring,Arts Crafts & Sewing,Retail Store Supplies > Sewing & Tailoring,Dyes
D0034,DEEPEN,"Curtains, Blinds & Shades","Furniture > Decor > Curtains, Blinds & Shades",Furniture,Furniture > Decor,"Furniture > Decor > Curtains, Blinds & Shades",1.0,2,"Wayfair, WestElm",3,2,0,0.0,0.4,0.8639492434904996,57.13494769397195,8.967052232791879,,,,,,,1,"Furniture > Decor > Curtains, Blinds & Shades","Staples::Furniture > Decor > Curtains, Blinds & Shades",0,"Outdoor Curtains & Window Treatments, Blinds & Shades, Blackout Curtains",2.0,0.7906579718136546,3.0,VERTICAL EXTENSION,,,VERTICAL EXTENSION,0.5587484703939805,B,Phase 2 - enter through a vertical Staples already serves,Home décor & furnishings,0.266,0.0,,44,Furniture > Decor,,Furniture > Decor,"Curtains, Blinds & Shades"
E0352,ENTER,Hinges,Amazon: Industrial & Scientific > Industrial Hardware > Hinges,Facilities,Facilities > Hardware,Facilities > Hardware > Door Hardware,0.7784831224622699,2,"Amazon, Walmart",1,1,0,0.0,0.4,0.8441170255993499,41.04698450840526,0.0,29.26354230066951,52.830426716141005,0.0,0.0,1.0,0.0,0,Facilities > Hardware > Door Hardware,Amazon::Industrial & Scientific > Industrial Hardware > Hinges,1,,,,,VERTICAL EXTENSION,OFF-BRAND,VERTICAL EXTENSION,VERTICAL EXTENSION,0.5585819124849882,B,Phase 2 - enter through a vertical Staples already serves,"Health, safety & facilities",0.0,0.0,,45,"Tools, Parts & Supplies > Measuring & Leveling Tools",Industrial & Scientific,"Tools, Parts & Supplies > Measuring & Leveling Tools",Hinges
E0083,ENTER,Shutters,Wayfair: Outdoor > Front Door Décor & Curb Appeal > Shutters | Wayfair: Outdoor > Outdoor Shades > Shutters | Wayfair: Home Improvement > Outdoor Remodel > Shutters,Furniture,Furniture > Decor,"Furniture > Decor > Curtains, Blinds & Shades",0.804469100513515,2,"Walmart, Wayfair",3,1,0,0.0,0.4,0.8254716174360845,43.09022873097302,0.0,34.48975451410023,51.69070294784581,0.0,0.0,3.0,0.0,0,Furniture > Decor > Seasonal Decor > Window & Wall Decor & Signs,Wayfair::Outdoor > Outdoor Shades > Shutters,3,,,,,VERTICAL EXTENSION,OFF-BRAND,VERTICAL EXTENSION,VERTICAL EXTENSION,0.5581857522955486,B,Phase 2 - enter through a vertical Staples already serves,Outdoor living & grounds,0.0,0.0,,46,Gift Shop > Professional Gifts,Outdoor,Gift Shop > Professional Gifts,Shutters
E0218,ENTER,Chimes,"Amazon: Patio, Lawn & Garden > Outdoor Décor > Chimes",Furniture,Furniture > Decor,Gift Shop > Professional Gifts > Compasses > Outdoor Decor,0.6903241714568926,2,"Amazon, Walmart",1,1,0,0.0,0.4,0.8441170255993499,40.4652260051921,0.0,13.475349969567862,67.45510204081634,0.0,0.0,1.0,0.0,0,Gift Shop > Professional Gifts > Compasses > Outdoor Decor,"Amazon::Patio, Lawn & Garden > Outdoor Décor > Chimes",1,,,,,VERTICAL EXTENSION,OFF-BRAND,CURATE,VERTICAL EXTENSION,0.5568366369753487,B,Phase 2 - enter through a vertical Staples already serves,"Celebrations, gifting & creativity",0.0,0.0,,47,Party Supplies > Party Décor,"Patio, Lawn & Garden",Party Supplies > Party Décor,Chimes
E0393,ENTER,Rain Barrels,Wayfair: Outdoor > Garden > Rain Barrels,Facilities,Facilities > Grounds Maintenance,Facilities > Grounds Maintenance > Outdoor Tools > Lawn & Garden Tools,0.7989843445690583,2,"Walmart, Wayfair",1,1,0,0.0,0.4,0.8254716174360845,41.73454138245026,0.0,30.97991479001826,52.48916797488226,0.0,0.0,1.0,0.0,0,Facilities > Grounds Maintenance > Outdoor Tools > Lawn & Garden Tools,Wayfair::Outdoor > Garden > Rain Barrels,1,,,,,VERTICAL EXTENSION,OFF-BRAND,VERTICAL EXTENSION,VERTICAL EXTENSION,0.5541186902499803,B,Phase 2 - enter through a vertical Staples already serves,Outdoor living & grounds,0.0,0.0,,48,Gift Shop > Professional Gifts,Outdoor,Gift Shop > Professional Gifts,Rain Barrels
E0068,ENTER,Indexable Insert Holders,Amazon: Industrial & Scientific > Cutting Tools > Indexable Insert Holders | Amazon: Industrial & Scientific > Cutting Tools > Indexable Inserts,"Tools, Parts & Supplies","Tools, Parts & Supplies > Power Tools","Tools, Parts & Supplies > Power Tools > Drilling and Fastening Tools",0.7654026745933296,1,Amazon,2,1,0,0.0,0.2,0.904,55.87229170707564,0.0,43.55447352404139,68.1901098901099,0.0,0.0,2.0,0.0,0,Facilities > Hand & Power Tools > Hand Tools > Box Cutters & Utility Knives,Amazon::Industrial & Scientific > Cutting Tools > Indexable Insert Holders,2,,,,,VERTICAL EXTENSION,VERTICAL EXTENSION,CURATE,VERTICAL EXTENSION,0.5540168751212269,C,Phase 2 - enter through a vertical Staples already serves,"Celebrations, gifting & creativity",0.194,0.0,,49,Arts & Crafts > Scrapbooking,Industrial & Scientific,Arts & Crafts > Scrapbooking,Indexable Insert Holders
D0056,DEEPEN,Wedding Decorations & Supplies,Party Supplies > Wedding Supplies > Wedding Decorations & Supplies,Party Supplies,Party Supplies > Wedding Supplies,Party Supplies > Wedding Supplies > Wedding Decorations & Supplies,1.0,2,"Walmart, Wayfair",3,2,0,0.0,0.4,0.9314527288973289,50.975064478202604,11.084840369539275,,,,,,,1,Party Supplies > Wedding Supplies > Wedding Decorations & Supplies,Staples::Party Supplies > Wedding Supplies > Wedding Decorations & Supplies,0,"Engagement Party Decorations, Hanging Decorations, Halloween Hanging Decorations",46.0,0.7906579718136546,3.0,VERTICAL EXTENSION,,,VERTICAL EXTENSION,0.5503258416136874,B,Phase 2 - enter through a vertical Staples already serves,"Celebrations, gifting & creativity",0.032,0.0,,50,Party Supplies > Wedding Supplies,,Party Supplies > Wedding Supplies,Wedding Decorations & Supplies
E0374,ENTER,Fixatives,"Amazon: Arts, Crafts & Sewing > Fabric Decorating > Fixatives",Retail Store Supplies,Retail Store Supplies > Sewing & Tailoring,Retail Store Supplies > Sewing & Tailoring > Fabric,0.8534263099891866,1,Amazon,1,1,0,0.0,0.2,0.904,53.650245941346725,0.0,50.26171637248935,57.03877551020409,0.0,0.0,1.0,0.0,0,Retail Store Supplies > Sewing & Tailoring > Fabric,"Amazon::Arts, Crafts & Sewing > Fabric Decorating > Fixatives",1,,,,,VERTICAL EXTENSION,VERTICAL EXTENSION,VERTICAL EXTENSION,VERTICAL EXTENSION,0.5473507378240402,B,Phase 2 - enter through a vertical Staples already serves,"Celebrations, gifting & creativity",0.098,0.0,,51,Retail Store Supplies > Sewing & Tailoring,Arts Crafts & Sewing,Retail Store Supplies > Sewing & Tailoring,Fixatives
E0282,ENTER,Decade Boxes,Amazon: Industrial & Scientific > Industrial Electrical > Decade Boxes,Facilities,Facilities > Heating & Cooling,"Tools, Parts & Supplies > Measuring & Leveling Tools > Industrial Tape",0.7917461383755665,1,Amazon,1,1,0,0.0,0.2,0.904,53.45887189933794,0.0,39.41570298234936,67.50204081632653,0.0,0.0,1.0,0.0,0,"Tools, Parts & Supplies > Measuring & Leveling Tools > Industrial Tape",Amazon::Industrial & Scientific > Industrial Electrical > Decade Boxes,1,,,,,VERTICAL EXTENSION,OFF-BRAND,CURATE,VERTICAL EXTENSION,0.5467766156980138,C,Phase 2 - enter through a vertical Staples already serves,"Health, safety & facilities",0.088,0.0,,52,Facilities > Heating & Cooling,Industrial & Scientific,Facilities > Heating & Cooling,Decade Boxes
E0189,ENTER,Workbenches,Wayfair: Facilities & Maintenance > Maintenance Storage > Workbenches,Furniture,Furniture > Storage Furniture,"Tools, Parts & Supplies > Tool & Garage Organization > Garage Storage Equipment",0.7525184622993026,1,Wayfair,1,1,0,0.0,0.2,0.8667091836734694,57.75102537667532,0.0,31.72245891661595,83.7795918367347,0.0,0.0,1.0,0.0,0,"Tools, Parts & Supplies > Tool & Garage Organization > Garage Storage Equipment",Wayfair::Facilities & Maintenance > Maintenance Storage > Workbenches,1,,,,,VERTICAL EXTENSION,OFF-BRAND,CURATE,VERTICAL EXTENSION,0.5466012904157402,C,Phase 2 - enter through a vertical Staples already serves,Home décor & furnishings,0.298,0.0,,53,Furniture > Storage Furniture,Facilities & Maintenance,Furniture > Storage Furniture,Workbenches
E0207,ENTER,VCRs,Amazon: Electronics > Television & Video > VCRs,TV & Streaming Media,TV & Streaming Media > TV & Video,TV & Streaming Media > TV & Video,0.7358484720594917,1,Amazon,1,1,0,0.0,0.2,0.904,53.19469611338145,0.0,16.275106512477176,90.11428571428571,0.0,0.0,1.0,0.0,0,TV & Streaming Media > TV & Video,Amazon::Electronics > Television & Video > VCRs,1,,,,,VERTICAL EXTENSION,OFF-BRAND,CURATE,VERTICAL EXTENSION,0.5459840883401443,C,Phase 2 - enter through a vertical Staples already serves,Technology & connected workspace,0.08,0.0,,54,TV & Streaming Media > TV & Video,Electronics,TV & Streaming Media > TV & Video,VCRs
E0266,ENTER,Floor Grating,Amazon: Industrial & Scientific > Raw Materials > Floor Grating,"Tools, Parts & Supplies","Tools, Parts & Supplies > Non Woven Roll Abrasive Parts & Accessories",Laboratory & Scientific Supplies > Lab Furniture & Fixtures > Hazardous Material Lab Storage,0.7040441359971561,1,Amazon,1,1,0,0.0,0.2,0.904,52.956495708447704,0.0,38.14972611077298,67.76326530612243,0.0,0.0,1.0,0.0,0,Cleaning Supplies > Cleaning Chemicals & Wipes > Hard Floor Care,Amazon::Industrial & Scientific > Raw Materials > Floor Grating,1,,,,,VERTICAL EXTENSION,OFF-BRAND,CURATE,VERTICAL EXTENSION,0.5452694871253432,C,Phase 2 - enter through a vertical Staples already serves,"Health, safety & facilities",0.076,0.0,,55,Laboratory & Scientific Supplies > Educational Materials & Accessories,Industrial & Scientific,Laboratory & Scientific Supplies > Educational Materials & Accessories,Floor Grating
E0247,ENTER,Seals & O-Rings,"Amazon: Industrial & Scientific > Hydraulics, Pneumatics & Plumbing > Seals & O-Rings","Tools, Parts & Supplies","Tools, Parts & Supplies > Chemicals, Lubricants & Paints","Laboratory & Scientific Supplies > Lab Instruments & Equipment > Tubing, Hose & Fittings",0.6777456146022574,1,Amazon,1,1,0,0.0,0.2,0.904,52.746551231569924,0.0,25.64820450395618,79.84489795918367,0.0,0.0,1.0,0.0,0,"Shipping, Packing & Mailing Supplies > Shipping Supplies > Strapping & Strapping Equipment > Seals & Buckles","Amazon::Industrial & Scientific > Hydraulics, Pneumatics & Plumbing > Seals & O-Rings",1,,,,,VERTICAL EXTENSION,OFF-BRAND,CURATE,VERTICAL EXTENSION,0.5446396536947098,C,Phase 2 - enter through a vertical Staples already serves,"Health, safety & facilities",0.066,0.0,,56,Facilities > Hand & Power Tools,Industrial & Scientific,Facilities > Hand & Power Tools,Seals & O-Rings
